,playerId,marketValueEUR,country,leagueId,leagueName,goals,assists,minutesPlayed,avgRating,xG_nonPenalty,shots,xA,accuratePasses,chancesCreated,dribbles,touches,is_attacker,age,leagueScore,marketValueEUR_log,country_encoded
4662,1189227,300000,Italy,86,14,4,0,974,6.48,0.0,26,0.0,197,3,11,550,1,22,74.8,12.611541086966115,64
4664,190701,320000,Italy,86,14,0,0,307,6.55,0.0,3,0.0,201,6,1,289,0,31,74.8,12.676079399771027,64
4665,414856,950000,Italy,86,14,0,5,1290,7.2,0.0,14,0.0,451,34,14,944,0,33,74.8,13.76421831620775,64
4667,661766,1100000,Italy,86,14,0,0,2564,6.93,0.0,13,0.0,1094,16,6,1711,0,27,74.8,13.910821646859095,64
4668,774630,260000,Italy,86,14,0,1,469,6.55,0.0,11,0.0,76,8,3,250,0,32,74.8,12.468440756144114,64
4669,818866,360000,Italy,86,14,3,1,2510,6.85,0.0,31,0.0,657,8,16,1438,0,28,74.8,12.793862088206213,64
4670,940441,400000,Italy,86,14,3,2,1476,6.81,0.0,20,0.0,426,21,29,841,0,23,74.8,12.899222326086994,64
4671,955118,300000,Romania,86,14,0,0,465,6.35,0.0,4,0.0,232,6,2,323,0,24,74.8,12.611541086966115,99
4672,1021302,110000,Italy,86,14,4,5,2490,7.0,0.0,34,0.0,472,40,69,1345,0,23,74.8,11.608244735642321,64
4673,1183763,130000,Italy,86,14,2,0,772,6.76,0.0,6,0.0,184,7,13,495,0,23,74.8,11.775297421715827,64
4674,1322556,850000,Greece,86,14,3,1,2071,6.82,0.0,30,0.0,529,15,12,1088,0,21,74.8,13.652992804936396,48
4675,79253,160000,Italy,86,14,1,0,228,6.15,0.0,5,0.0,77,0,1,134,1,36,74.8,11.982935344196433,64
4676,195485,820000,Italy,86,14,8,0,1740,6.73,0.0,51,0.0,274,20,2,686,1,33,74.8,13.617060838751888,64
4677,862920,380000,Croatia,86,14,5,0,1707,6.39,0.0,49,0.0,285,16,16,752,1,25,74.8,12.847929163278053,28
4678,927134,220000,Lithuania,86,14,4,0,547,6.78,0.0,10,0.0,110,7,9,261,1,25,74.8,12.301387370778713,74
4679,1166332,350000,Italy,86,14,1,4,975,6.52,0.0,23,0.0,161,19,5,430,1,23,74.8,12.765691290604371,64
4680,1169352,420000,Italy,86,14,4,0,1503,6.44,0.0,54,0.0,192,7,28,581,1,22,74.8,12.948012371209098,64
4681,27671,300000,Italy,86,14,1,1,1030,7.04,0.0,12,0.0,765,19,6,1097,0,37,74.8,12.611541086966115,64
4682,340790,1600000,Slovenia,86,14,0,1,650,6.55,0.0,14,0.0,237,4,4,394,0,28,74.8,14.285514812209815,107
4683,423939,280000,Albania,86,14,1,2,1868,7.25,0.0,34,0.0,1058,25,14,1663,0,30,74.8,12.54254845357358,0
4684,814282,1600000,Italy,86,14,1,1,1241,6.74,0.0,22,0.0,406,31,8,795,0,25,74.8,14.285514812209815,64
4685,908464,420000,Spain,86,14,0,0,294,6.39,0.0,16,0.0,61,2,2,151,0,25,74.8,12.948012371209098,110
4686,1055141,450000,Italy,86,14,4,3,2321,6.79,0.0,55,0.0,416,30,23,1164,0,23,74.8,13.017005083966255,64
4687,1228840,1800000,Italy,86,14,2,1,2839,7.28,0.0,34,0.0,1539,34,41,2346,0,21,74.8,14.403297778421795,64
4688,1320863,180000,Italy,86,14,0,0,136,6.72,0.0,0,0.0,41,2,1,109,0,21,74.8,12.100717685412471,64
4689,1524246,650000,Switzerland,86,14,5,1,1556,6.83,0.0,42,0.0,428,15,29,952,0,22,74.8,13.384729180332174,113
4690,191139,350000,Italy,86,14,2,1,726,6.46,0.0,17,0.0,133,13,7,311,1,32,74.8,12.765691290604371,64
4691,674841,750000,Ivory Coast,86,14,6,0,2026,6.68,0.0,48,0.0,284,16,17,797,1,27,74.8,13.527829818844937,65
4692,692890,1200000,Nigeria,86,14,0,0,153,6.18,0.0,7,0.0,30,1,0,79,1,26,74.8,13.997832948091215,88
4693,1131220,2500000,France,86,14,4,1,1685,6.63,0.0,30,0.0,355,11,12,806,1,21,74.8,14.731801689838349,42
4694,1428181,300000,Portugal,86,14,0,1,522,6.12,0.0,13,0.0,83,3,12,241,1,26,74.8,12.611541086966115,98
4699,1077680,1400000,Senegal,110,10,4,2,1230,6.73,0.0,31,0.0,292,21,35,721,0,24,71.7,14.151983508870947,103
4701,1125446,1300000,France,110,10,5,0,2395,7.43,0.0,35,0.0,1166,22,31,1843,0,23,71.7,14.077875591662238,42
4702,289251,1600000,Mali,110,10,10,4,1724,7.01,0.0,57,0.0,263,23,11,736,1,32,71.7,14.285514812209815,76
4703,1123587,820000,France,110,10,11,2,2557,6.77,0.0,78,0.0,459,29,30,1002,1,23,71.7,13.617060838751888,42
4704,1167473,220000,France,110,10,6,4,1959,6.99,0.0,34,0.0,505,44,34,1140,1,23,71.7,12.301387370778713,42
4707,815353,410000,Comoros,110,10,1,2,2087,6.88,0.0,39,0.0,591,38,11,1286,0,26,71.7,12.923914877701906,25
4708,848017,450000,France,110,10,5,3,2413,7.08,0.0,39,0.0,903,50,17,1583,0,26,71.7,13.017005083966255,42
4709,874319,330000,France,110,10,2,6,1615,7.04,0.0,22,0.0,365,23,15,944,0,26,71.7,12.706850963741102,42
4712,1178262,550000,France,110,10,2,3,2105,7.16,0.0,20,0.0,841,37,45,1447,0,22,71.7,13.217675375388819,42
4715,601212,700000,France,110,10,1,3,594,6.51,0.0,12,0.0,109,10,2,274,1,29,71.7,13.45883704259595,42
4716,1234653,400000,France,110,10,6,2,1004,6.59,0.0,33,0.0,69,6,4,260,1,20,71.7,12.899222326086994,42
4719,94010,1000000,Senegal,110,10,8,4,2230,7.51,0.0,27,0.0,778,52,20,1442,0,33,71.7,13.815511557963774,103
4722,913256,800000,France,110,10,0,1,759,6.62,0.0,14,0.0,258,14,18,501,0,27,71.7,13.592368256649284,42
4723,1074637,450000,France,110,10,3,1,1061,6.94,0.0,19,0.0,374,8,13,716,0,25,71.7,13.017005083966255,42
4724,1280355,330000,Comoros,110,10,0,3,415,7.45,0.0,2,0.0,226,6,3,346,0,22,71.7,12.706850963741102,25
4730,860056,1450000,France,110,10,14,7,2619,7.33,0.0,73,0.0,482,36,25,1174,1,24,71.7,14.187074804051692,42
4731,933639,950000,Morocco,53,9,0,0,294,6.25,0.0,24,0.0,182,10,10,395,1,22,85.5,13.76421831620775,84
4734,154233,520000,France,110,10,0,0,129,6.7,0.0,0,0.0,83,0,4,136,0,35,71.7,13.161586013632684,42
4736,640292,3300000,France,110,10,1,1,1299,6.86,0.0,27,0.0,441,14,18,823,0,26,71.7,15.009433329466965,42
4737,965666,440000,Finland,110,10,2,0,278,6.93,0.0,5,0.0,122,4,1,208,0,24,71.7,12.994532278619134,41
4739,999690,2500000,Algeria,110,10,6,11,2956,7.72,0.0,54,0.0,1423,107,71,2520,0,25,71.7,14.731801689838349,1
4740,1327518,720000,France,110,10,0,0,1631,6.87,0.0,18,0.0,882,14,19,1227,0,21,71.7,13.487007879880162,42
4743,354477,710000,Spain,110,10,1,0,505,6.4,0.0,10,0.0,174,5,4,309,1,32,71.7,13.47302165746721,110
4744,690119,1600000,France,110,10,8,0,1246,6.84,0.0,36,0.0,224,7,2,477,1,30,71.7,14.285514812209815,42
4745,765158,850000,France,110,10,7,8,2000,7.2,0.0,43,0.0,450,36,35,982,1,27,71.7,13.652992804936396,42
4748,1132069,360000,Australia,110,10,1,1,154,6.56,0.0,6,0.0,29,3,1,74,1,20,71.7,12.793862088206213,5
4749,1364494,110000,Morocco,110,10,2,2,569,6.93,0.0,20,0.0,94,8,8,269,1,24,71.7,11.608244735642321,84
4751,980201,800000,Mali,110,10,0,1,298,6.31,0.0,4,0.0,98,3,0,193,0,27,71.7,13.592368256649284,76
4753,1189644,1100000,France,110,10,0,1,403,6.38,0.0,7,0.0,141,4,7,255,0,28,71.7,13.910821646859095,42
4754,1367955,30000,Sierra Leone,110,10,0,1,2289,7.38,0.0,10,0.0,897,11,21,1559,0,21,71.7,10.308985993422082,105
4755,1400233,160000,France,110,10,0,0,164,6.38,0.0,0,0.0,55,4,0,102,0,20,71.7,11.982935344196433,42
4756,159839,850000,France,110,10,2,0,1236,6.31,0.0,19,0.0,308,18,8,589,1,35,71.7,13.652992804936396,42
4759,1195276,490000,France,110,10,9,2,2278,6.79,0.0,81,0.0,376,26,44,1004,1,26,71.7,13.102162710901053,42
4769,560900,2000000,Guinea-Bissau,110,10,20,0,2967,7.29,0.0,89,0.0,469,27,10,1078,1,30,71.7,14.508658238524095,53
4771,1332549,3300000,France,53,9,0,0,306,6.34,0.0,17,0.0,141,7,12,310,1,23,85.5,15.009433329466965,42
4773,352943,250000,Benin,110,10,0,0,491,6.3,0.0,4,0.0,197,4,3,332,0,35,71.7,12.429220196836383,10
4774,591531,1100000,France,110,10,4,1,1382,6.71,0.0,20,0.0,459,18,10,866,0,28,71.7,13.910821646859095,42
4775,1078251,420000,France,110,10,1,1,883,6.73,0.0,11,0.0,366,7,8,593,0,22,71.7,12.948012371209098,42
4776,1079558,420000,France,110,10,1,2,3012,7.11,0.0,22,0.0,1200,26,15,1909,0,25,71.7,12.948012371209098,42
4777,1331097,1100000,France,53,9,0,0,166,6.84,0.0,19,0.0,255,16,11,526,0,21,85.5,13.910821646859095,42
4778,1334534,550000,France,110,10,2,1,1388,6.43,0.0,47,0.0,253,9,25,686,0,21,71.7,13.217675375388819,42
4781,837048,500000,Guadeloupe,110,10,0,2,274,6.42,0.0,7,0.0,66,7,2,144,1,26,71.7,13.122365377402328,50
4782,1401248,510000,Martinique,110,10,4,2,1903,6.79,0.0,43,0.0,292,10,63,855,1,21,71.7,13.1421679654829,78
4784,310836,330000,France,110,10,4,1,2725,7.17,0.0,28,0.0,1142,29,27,1901,0,37,71.7,12.706850963741102,42
4785,447107,2900000,France,110,10,1,0,264,6.22,0.0,11,0.0,110,3,3,216,0,30,71.7,14.88022163978423,42
4786,956659,1400000,Algeria,110,10,8,2,2840,7.59,0.0,55,0.0,1683,33,58,2631,0,24,71.7,14.151983508870947,1
4789,412068,2700000,France,110,10,14,4,2748,7.0,0.0,66,0.0,329,24,13,834,1,31,71.7,14.80876270134486,42
4790,525565,2600000,Algeria,110,10,2,3,1672,7.02,0.0,13,0.0,538,35,22,1084,1,31,71.7,14.77102238760702,1
4791,848563,3300000,Senegal,110,10,0,1,795,6.26,0.0,21,0.0,135,5,3,310,1,25,71.7,15.009433329466965,103
4792,884539,720000,Algeria,110,10,8,5,1846,7.21,0.0,54,0.0,531,20,66,1182,1,27,71.7,13.487007879880162,1
4793,1431818,140000,France,110,10,1,4,1492,6.83,0.0,13,0.0,494,20,28,1101,1,23,71.7,11.849404844423074,42
4794,1457823,60000,France,110,10,0,2,512,6.48,0.0,6,0.0,104,3,12,238,1,19,71.7,11.002116507732017,42
4795,41098,650000,France,110,10,2,1,2658,7.1,0.0,20,0.0,1448,18,5,2223,0,37,71.7,13.384729180332174,42
4796,179823,260000,France,110,10,2,1,959,6.56,0.0,18,0.0,241,13,11,511,0,38,71.7,12.468440756144114,42
4797,240725,520000,France,110,10,2,1,1042,7.05,0.0,23,0.0,418,15,12,789,0,33,71.7,13.161586013632684,42
4798,491901,1900000,Morocco,110,10,1,3,1079,7.21,0.0,23,0.0,395,20,13,706,0,27,71.7,14.45736497045232,84
4799,517981,1000000,Burkina Faso,110,10,1,2,400,7.25,0.0,4,0.0,76,5,6,189,0,27,71.7,13.815511557963774,16
4803,1439119,140000,Algeria,110,10,0,0,317,6.16,0.0,1,0.0,141,3,3,234,0,20,71.7,11.849404844423074,1
4805,277341,520000,Tunisia,110,10,5,2,1779,6.64,0.0,22,0.0,389,12,5,694,1,37,71.7,13.161586013632684,117
4808,1432750,950000,France,110,10,0,0,742,6.19,0.0,16,0.0,154,5,12,339,1,18,71.7,13.76421831620775,42
4809,591529,2000000,Madagascar,110,10,4,4,2564,7.37,0.0,57,0.0,1278,26,25,1876,0,27,71.7,14.508658238524095,75
4810,612212,1000000,Senegal,110,10,0,0,1520,6.9,0.0,10,0.0,991,6,6,1326,0,26,71.7,13.815511557963774,103
4811,763974,2800000,France,110,10,10,9,2953,7.67,0.0,71,0.0,1537,94,33,2354,0,27,71.7,14.845130332288226,42
4812,883823,2800000,Ghana,110,10,1,2,2345,6.96,0.0,19,0.0,1251,14,14,1710,0,26,71.7,14.845130332288226,47
4813,628310,1800000,Japan,110,10,11,1,1649,6.8,0.0,53,0.0,470,21,12,883,1,28,71.7,14.403297778421795,67
4814,660314,1900000,France,110,10,10,5,2190,6.87,0.0,58,0.0,298,22,3,692,1,27,71.7,14.45736497045232,42
4815,708435,2800000,France,110,10,7,9,2750,7.39,0.0,69,0.0,949,72,65,1856,1,27,71.7,14.845130332288226,42
4816,923196,2300000,Mali,110,10,7,4,1884,7.07,0.0,70,0.0,588,32,38,1257,1,24,71.7,14.648420115681892,76
4817,1103837,950000,Senegal,53,9,0,0,236,6.27,0.0,11,0.0,115,3,8,270,1,23,85.5,13.76421831620775,103
4818,163205,4200000,DR Congo,110,10,5,1,1569,7.26,0.0,36,0.0,460,25,47,1084,0,32,71.7,15.250595321348806,33
4819,577593,1100000,France,110,10,1,0,889,6.45,0.0,20,0.0,199,7,9,506,0,27,71.7,13.910821646859095,42
4820,684937,2300000,France,110,10,1,2,1777,6.87,0.0,24,0.0,794,14,2,1244,0,27,71.7,14.648420115681892,42
4821,791820,1100000,Cameroon,110,10,1,2,1795,7.06,0.0,25,0.0,662,12,10,1272,0,27,71.7,13.910821646859095,18
4822,833208,950000,Sweden,110,10,1,1,279,6.59,0.0,5,0.0,33,3,1,102,0,22,71.7,13.76421831620775,112
4824,980424,425000,France,110,10,0,3,2110,7.24,0.0,37,0.0,836,27,11,1722,0,25,71.7,12.959846800844963,42
4828,47382,320000,England,108,6,0,0,180,5.88,0.0,43,0.0,253,20,7,719,1,35,66.9,12.676079399771027,38
4831,807955,920000,Central African Rep.,110,10,13,0,2697,7.03,0.0,63,0.0,498,21,12,1052,1,29,71.7,13.732130035981154,21
4832,1012795,850000,Burkina Faso,110,10,0,1,500,6.31,0.0,12,0.0,70,3,7,233,1,22,71.7,13.652992804936396,16
4833,298333,450000,Uruguay,110,10,0,1,324,7.22,0.0,1,0.0,132,3,3,202,0,35,71.7,13.017005083966255,121
4837,972117,1200000,France,110,10,2,0,1920,7.14,0.0,26,0.0,676,27,20,1283,0,25,71.7,13.997832948091215,42
4842,438167,1500000,Belgium,110,10,8,2,2322,6.95,0.0,36,0.0,383,20,10,880,1,28,71.7,14.220976332738882,9
4844,1053677,350000,Senegal,110,10,5,5,1931,6.82,0.0,43,0.0,400,37,35,1124,1,24,71.7,12.765691290604371,103
4846,630472,1500000,Ukraine,110,10,1,1,2338,7.2,0.0,29,0.0,1501,15,19,2135,0,27,71.7,14.220976332738882,120
4847,715069,2600000,Spain,110,10,6,3,2693,7.24,0.0,53,0.0,1607,41,22,2392,0,25,71.7,14.77102238760702,110
4848,764836,2000000,France,110,10,3,3,2275,6.98,0.0,68,0.0,1266,26,14,1800,0,27,71.7,14.508658238524095,42
4849,1233589,610000,Mali,110,10,0,0,1049,6.61,0.0,10,0.0,606,9,20,894,0,22,71.7,13.321215875492413,76
4852,562682,3400000,Honduras,110,10,5,1,1051,6.67,0.0,29,0.0,143,20,14,401,1,28,71.7,15.039286283703994,56
4856,1249531,2200000,Slovenia,110,10,9,2,2174,6.63,0.0,77,0.0,200,14,6,482,1,22,71.7,14.603968372873895,107
4857,260563,1600000,France,110,10,0,1,1252,6.77,0.0,10,0.0,554,10,4,892,0,33,71.7,14.285514812209815,42
4858,319305,2400000,France,110,10,1,0,2127,7.32,0.0,8,0.0,1504,12,15,2034,0,32,71.7,14.690979711984754,42
4859,764775,3300000,France,110,10,0,0,1196,6.61,0.0,20,0.0,449,17,11,760,0,26,71.7,15.009433329466965,42
4860,770306,1300000,France,110,10,6,5,2108,7.4,0.0,35,0.0,986,51,9,1594,0,26,71.7,14.077875591662238,42
4861,1124453,1600000,France,110,10,3,1,1618,6.83,0.0,29,0.0,599,26,24,1068,0,23,71.7,14.285514812209815,42
4863,643663,660000,Senegal,110,10,0,0,486,6.24,0.0,24,0.0,46,3,6,158,1,29,71.7,13.399996629152975,103
4864,683476,2600000,France,110,10,3,8,2240,7.24,0.0,76,0.0,479,55,35,1243,1,27,71.7,14.77102238760702,42
4866,731036,2800000,France,110,10,0,0,586,6.66,0.0,10,0.0,135,10,12,350,1,25,71.7,14.845130332288226,42
4869,1124454,660000,France,110,10,0,0,423,6.62,0.0,8,0.0,135,7,6,283,1,21,71.7,13.399996629152975,42
4872,560940,900000,France,110,10,5,5,2044,7.56,0.0,34,0.0,822,39,20,1396,0,28,71.7,13.710151153416941,42
4873,568543,1150000,France,110,10,1,0,1717,6.86,0.0,21,0.0,645,16,19,1040,0,28,71.7,13.955273369904273,42
4874,688342,500000,Belgium,110,10,0,0,2745,6.94,0.0,15,0.0,1126,21,5,1779,0,25,71.7,13.122365377402328,9
4875,979749,440000,France,110,10,0,0,1498,6.55,0.0,28,0.0,574,20,17,937,0,24,71.7,12.994532278619134,42
4881,1242314,450000,France,110,10,3,4,2662,7.07,0.0,54,0.0,614,31,50,1590,1,23,71.7,13.017005083966255,42
4882,202562,1300000,France,110,10,1,2,1013,6.69,0.0,16,0.0,406,23,30,769,0,32,71.7,14.077875591662238,42
4885,1183601,440000,Denmark,110,10,1,0,1389,6.53,0.0,7,0.0,436,10,19,722,0,21,71.7,12.994532278619134,34
4890,813421,690000,France,110,10,3,2,997,6.46,0.0,23,0.0,195,12,10,463,1,26,71.7,13.444448325847754,42
4897,308824,1100000,Comoros,110,10,0,0,1550,6.64,0.0,24,0.0,607,20,16,1030,0,33,71.7,13.910821646859095,25
4898,354479,1900000,France,110,10,3,3,2538,7.05,0.0,26,0.0,810,29,13,1367,0,33,71.7,14.45736497045232,42
4899,859764,720000,Serbia,110,10,5,3,1364,7.05,0.0,13,0.0,456,27,17,776,0,24,71.7,13.487007879880162,104
4900,951805,820000,Croatia,110,10,0,0,201,6.17,0.0,0,0.0,91,0,0,142,0,24,71.7,13.617060838751888,28
4902,1321149,330000,Senegal,110,10,3,2,1876,6.9,0.0,22,0.0,681,13,22,1151,0,23,71.7,12.706850963741102,103
4904,181197,530000,France,110,10,1,0,429,6.34,0.0,6,0.0,85,1,5,222,1,33,71.7,13.180634172318978,42
4905,348420,3200000,France,110,10,2,3,631,6.66,0.0,14,0.0,121,5,5,352,1,31,71.7,14.978661680269907,42
4906,821101,1900000,Denmark,110,10,1,1,430,6.52,0.0,2,0.0,80,5,4,155,1,25,71.7,14.45736497045232,34
4907,1177313,550000,Comoros,110,10,9,3,2424,7.04,0.0,57,0.0,468,19,58,1247,1,24,71.7,13.217675375388819,25
4908,1178330,1600000,France,53,9,1,0,766,6.21,0.0,27,0.0,168,10,8,434,1,24,85.5,14.285514812209815,42
4909,1244902,1000000,Burkina Faso,53,9,0,1,94,6.58,0.0,8,0.0,115,9,7,229,1,22,85.5,13.815511557963774,16
4910,1393660,550000,France,110,10,3,1,2054,6.77,0.0,25,0.0,444,24,26,1014,1,19,71.7,13.217675375388819,42
4913,992082,250000,France,110,10,0,1,2473,6.78,0.0,8,0.0,1552,13,14,2059,0,24,71.7,12.429220196836383,42
4915,1108026,450000,France,110,10,3,2,1486,7.09,0.0,44,0.0,458,15,56,972,0,22,71.7,13.017005083966255,42
4916,1159512,500000,Switzerland,110,10,0,1,1669,6.85,0.0,25,0.0,879,24,8,1332,0,23,71.7,13.122365377402328,113
4917,1310262,220000,France,110,10,4,1,2230,6.9,0.0,32,0.0,717,31,26,1384,0,22,71.7,12.301387370778713,42
4922,1108031,260000,France,110,10,1,0,863,6.51,0.0,15,0.0,234,8,21,475,1,24,71.7,12.468440756144114,42
4924,1410441,110000,France,110,10,2,1,939,6.27,0.0,13,0.0,142,6,15,379,1,23,71.7,11.608244735642321,42
4926,445226,6600000,Ivory Coast,110,10,0,1,1368,6.9,0.0,6,0.0,618,5,19,1007,0,28,71.7,15.702580358511794,65
4930,1241891,75000,Guinea,110,10,1,1,605,6.86,0.0,14,0.0,114,3,3,288,0,22,71.7,11.225256725762893,52
4934,1425698,260000,Morocco,110,10,0,0,718,6.6,0.0,3,0.0,201,10,9,426,0,20,71.7,12.468440756144114,84
4936,245287,600000,France,110,10,5,0,1965,6.59,0.0,46,0.0,326,17,8,850,1,35,71.7,13.304686600863562,42
4937,423808,440000,Ivory Coast,110,10,2,0,756,6.66,0.0,26,0.0,108,6,4,303,1,32,71.7,12.994532278619134,65
4938,917803,160000,France,110,10,2,0,631,6.31,0.0,13,0.0,135,6,6,299,1,26,71.7,11.982935344196433,42
4940,120917,440000,Algeria,110,10,1,1,1592,6.75,0.0,16,0.0,542,7,4,847,0,35,71.7,12.994532278619134,1
4941,210390,1500000,France,110,10,2,1,2152,6.83,0.0,14,0.0,501,8,3,974,0,33,71.7,14.220976332738882,42
4944,1324082,850000,France,110,10,2,2,1601,7.01,0.0,20,0.0,492,17,14,979,0,20,71.7,13.652992804936396,42
4945,1327366,125000,France,110,10,0,3,1521,6.64,0.0,20,0.0,396,11,24,969,0,21,71.7,11.736077016252437,42
4949,630488,620000,Madagascar,110,10,4,0,631,6.61,0.0,14,0.0,113,7,2,274,1,27,71.7,13.3374763699232,75
4953,1292334,430000,France,110,10,4,7,2444,7.17,0.0,49,0.0,650,53,74,1653,1,22,71.7,12.971542813248437,42
4954,1308508,450000,France,69,23,0,1,310,6.42,0.0,11,0.0,44,4,3,153,1,27,76.9,13.017005083966255,42
4958,562592,140000,England,108,6,11,6,3045,7.13,5.7,66,5.99,831,50,11,1724,0,26,66.9,11.849404844423074,38
4959,760724,850000,England,108,6,9,5,3477,7.44,3.24,66,6.54,1763,66,18,2803,0,25,66.9,13.652992804936396,38
4961,825825,130000,Ireland,108,6,3,5,1495,6.69,1.22,19,1.84,309,22,18,1041,0,25,66.9,11.775297421715827,62
4962,1010219,100000,Ireland,108,6,1,1,1926,7.12,1.29,33,2.35,813,33,10,1385,0,23,66.9,11.51293546492023,62
4963,1017899,330000,England,108,6,0,1,116,6.54,0.05,1,0.05,56,2,3,83,0,24,66.9,12.706850963741102,38
4965,1096390,890000,Jamaica,108,6,3,0,1887,6.87,2.75,22,1.05,761,11,8,1145,0,23,66.9,13.698977865303197,66
4966,488205,630000,England,108,6,18,3,3606,6.83,15.46,92,2.47,412,32,22,1136,1,28,66.9,13.353476685668044,38
4967,609501,910000,England,108,6,3,4,1189,6.67,4.32,46,1.36,166,20,5,503,1,27,66.9,13.721200977393528,38
4968,843101,220000,England,108,6,12,4,2626,7.03,12.28,93,4.41,509,40,32,1185,1,24,66.9,12.301387370778713,38
4969,941324,420000,England,108,6,3,3,789,6.36,1.49,13,0.69,121,10,3,260,1,25,66.9,12.948012371209098,38
4970,33048,350000,England,108,6,0,0,1571,6.45,0.91,7,1.1,324,10,1,717,0,39,66.9,12.765691290604371,38
4971,293836,450000,England,108,6,4,4,1606,6.65,3.28,33,1.54,479,21,7,752,0,30,66.9,13.017005083966255,38
4972,510400,340000,England,108,6,0,4,775,7.03,0.46,6,4.4,257,19,16,543,0,29,66.9,12.73670383776449,38
4973,877677,270000,England,108,6,1,1,852,6.47,0.72,13,1.25,264,15,5,518,0,25,66.9,12.506180941677357,38
4974,1029778,330000,Tunisia,108,6,1,1,3383,7.2,2.46,41,3.12,1712,26,27,2521,0,23,66.9,12.706850963741102,117
4975,1126173,240000,England,108,6,3,2,3144,6.79,2.41,34,1.6,1028,30,6,1864,0,22,66.9,12.388398368982115,38
4977,470376,410000,England,108,6,2,1,1693,6.25,3.59,33,1.62,211,23,11,621,1,30,66.9,12.923914877701906,38
4981,1113786,300000,Ireland,108,6,5,3,1122,6.96,1.82,27,2.55,300,17,16,690,1,21,66.9,12.611541086966115,62
4982,1186515,450000,England,108,6,0,0,317,6.23,0.08,2,0.14,27,2,0,89,1,20,66.9,13.017005083966255,38
4984,1427857,20000,England,108,6,1,0,226,6.3,0.99,2,0.09,21,1,0,67,1,18,66.9,9.90353755128617,38
4986,568575,830000,England,108,6,4,4,1909,7.0,2.55,41,2.05,676,20,16,1216,0,27,66.9,13.629182184591333,38
4987,820174,280000,Ireland,108,6,8,5,2181,6.97,2.55,50,3.72,599,32,19,1276,0,25,66.9,12.54254845357358,62
4990,914169,460000,Scotland,108,6,2,4,3829,7.31,0.36,10,1.49,1452,22,19,2274,0,22,66.9,13.038983942375959,102
4991,923281,310000,Scotland,108,6,3,1,2631,6.97,2.14,50,1.71,702,16,19,1300,0,25,66.9,12.644330802262578,102
4992,969245,360000,Scotland,108,6,0,1,1820,6.81,0.59,12,0.57,415,12,15,1012,0,23,66.9,12.793862088206213,102
4993,1195372,55000,Ireland,108,6,2,0,911,6.53,0.88,23,1.57,204,14,14,590,0,21,66.9,10.915106645867503,62
4994,585355,310000,England,108,6,0,0,208,6.09,0.25,2,0.05,27,2,0,72,1,27,66.9,12.644330802262578,38
4996,1196750,115000,Ireland,108,6,4,1,745,6.71,0.92,17,0.48,128,5,14,381,1,22,66.9,11.652696102959753,62
4998,1336717,360000,Wales,108,6,10,3,1483,7.03,7.07,48,0.33,82,9,12,339,1,21,66.9,12.793862088206213,124
4999,660170,110000,England,108,6,2,4,3840,7.37,4.44,40,4.35,1707,55,44,2936,0,26,66.9,11.608244735642321,38
5000,748520,510000,England,48,5,0,0,288,6.2,1.28,22,0.54,255,8,9,525,0,25,76.1,13.1421679654829,38
5001,770256,2000000,Ireland,108,6,0,0,1396,7.3,0.46,11,1.84,681,22,6,1198,0,24,66.9,14.508658238524095,62
5002,826063,360000,Guinea-Bissau,108,6,0,0,434,6.72,1.75,12,0.25,170,10,12,315,0,27,66.9,12.793862088206213,53
5003,1101052,320000,England,108,6,0,2,880,6.84,0.53,11,1.87,431,26,13,707,0,22,66.9,12.676079399771027,38
5004,1195277,1100000,England,108,6,1,1,1256,6.79,0.74,18,2.92,207,18,6,608,0,19,66.9,13.910821646859095,38
5005,1422736,150000,Jamaica,108,6,2,3,1985,6.67,1.36,20,1.6,612,19,13,1211,0,19,66.9,11.918397239722838,66
5006,169721,830000,England,108,6,1,1,140,6.72,0.46,3,0.33,30,4,0,73,1,31,66.9,13.629182184591333,38
5007,298665,420000,England,108,6,2,2,517,6.5,3.23,39,0.92,55,12,8,266,1,30,66.9,12.948012371209098,38
5008,418605,520000,Nigeria,48,5,2,0,338,6.34,1.88,25,0.2,78,4,3,254,1,31,76.1,13.161586013632684,88
5009,816434,80000,England,108,6,23,1,3468,7.22,14.34,147,2.97,568,40,18,1338,1,30,66.9,11.289794413577894,38
5013,1389994,1000000,England,108,6,3,1,729,6.74,2.11,21,0.44,101,8,13,345,1,20,66.9,13.815511557963774,38
5015,183420,500000,England,108,6,3,9,3298,7.58,3.69,45,5.39,1856,63,15,2895,0,33,66.9,13.122365377402328,38
5017,522760,450000,Wales,108,6,0,1,2217,7.03,1.01,17,2.73,1271,18,5,1797,0,27,66.9,13.017005083966255,124
5019,662732,450000,England,108,6,4,3,3015,7.2,2.7,62,3.41,1031,43,36,2236,0,26,66.9,13.017005083966255,38
5020,767738,1300000,England,108,6,6,3,2259,6.55,5.39,49,1.4,387,26,20,969,0,25,66.9,14.077875591662238,38
5021,798596,200000,England,108,6,0,0,589,6.78,0.2,5,0.65,290,11,2,439,0,26,66.9,12.206077645517674,38
5022,983199,750000,England,108,6,1,0,456,6.67,0.48,11,0.7,174,7,15,343,0,22,66.9,13.527829818844937,38
5023,1116148,450000,England,108,6,2,3,1400,6.5,2.33,31,1.69,270,17,28,722,0,21,66.9,13.017005083966255,38
